date,open,high,low,close,volume,symbol,ret_1d,cum_ret,vol_ann,phase,year,month
2021-06-04 07:00:00,1.5,1.51,1.5,1.51,336486800,VN30,0.006666666666666599,69.6629213483146,14.843174557440886,2_COVID_Recovery,2021,6
2021-06-07 07:00:00,1.51,1.51,1.47,1.48,309807000,VN30,-0.019867549668874163,66.29213483146069,16.18507370510418,2_COVID_Recovery,2021,6
2021-06-08 07:00:00,1.48,1.49,1.44,1.44,328466400,VN30,-0.027027027027027084,61.79775280898876,19.227504998770307,2_COVID_Recovery,2021,6
2021-06-09 07:00:00,1.44,1.47,1.43,1.46,279949900,VN30,0.01388888888888884,64.04494382022472,19.163231957251284,2_COVID_Recovery,2021,6
2021-06-10 07:00:00,1.46,1.46,1.44,1.45,253444200,VN30,-0.006849315068493178,62.92134831460674,19.13587125721578,2_COVID_Recovery,2021,6
2021-06-11 07:00:00,1.45,1.49,1.45,1.49,264960500,VN30,0.02758620689655178,67.41573033707864,21.015528388063853,2_COVID_Recovery,2021,6
2021-06-14 07:00:00,1.49,1.5,1.48,1.5,249571500,VN30,0.006711409395973256,68.53932584269661,20.611553925728693,2_COVID_Recovery,2021,6
2021-06-15 07:00:00,1.5,1.5,1.48,1.49,239018700,VN30,-0.00666666666666671,67.41573033707864,20.964226161385575,2_COVID_Recovery,2021,6
2021-06-16 07:00:00,1.49,1.49,1.46,1.47,241627200,VN30,-0.01342281879194629,65.1685393258427,21.434421178536038,2_COVID_Recovery,2021,6
2021-06-17 07:00:00,1.46,1.47,1.45,1.46,211574000,VN30,-0.006802721088435382,64.04494382022472,21.206226510202548,2_COVID_Recovery,2021,6
2021-06-18 07:00:00,1.46,1.48,1.46,1.48,198662900,VN30,0.013698630136986356,66.29213483146069,21.56657328041237,2_COVID_Recovery,2021,6
2021-06-21 07:00:00,1.48,1.49,1.47,1.48,205148100,VN30,0.0,66.29213483146069,21.56657328041237,2_COVID_Recovery,2021,6
2021-06-22 07:00:00,1.48,1.5,1.48,1.49,211641600,VN30,0.006756756756756799,67.41573033707864,21.55920124826985,2_COVID_Recovery,2021,6
2021-06-23 07:00:00,1.49,1.5,1.49,1.49,197836400,VN30,0.0,67.41573033707864,21.08438858271757,2_COVID_Recovery,2021,6
2021-06-24 07:00:00,1.49,1.5,1.48,1.49,175257700,VN30,0.0,67.41573033707864,20.357212837580768,2_COVID_Recovery,2021,6
2021-06-25 07:00:00,1.49,1.5,1.48,1.5,180213400,VN30,0.006711409395973256,68.53932584269661,19.946550357172356,2_COVID_Recovery,2021,6
2021-06-28 07:00:00,1.5,1.52,1.5,1.52,215306300,VN30,0.01333333333333342,70.78651685393258,20.30979174513469,2_COVID_Recovery,2021,6
